,File,Participant,ndarray,Segment,State
364,NonOverlap20090609FB_Segment_7_N2.mat,20090609FB,"[[ 1.          0.14116165  0.20779452 ...  0.25250304 -0.3106294
  -0.27966088]
 [ 0.14116165  1.          0.15121584 ... -0.24099873  0.05706063
  -0.10228082]
 [ 0.20779452  0.15121584  1.         ...  0.17950124 -0.21574011
  -0.01463317]
 ...
 [ 0.25250304 -0.24099873  0.17950124 ...  1.         -0.16605698
   0.09994408]
 [-0.3106294   0.05706063 -0.21574011 ... -0.16605698  1.
   0.23896864]
 [-0.27966088 -0.10228082 -0.01463317 ...  0.09994408  0.23896864
   1.        ]]",7,N2
365,NonOverlap20090609FB_Segment_8_N2.mat,20090609FB,"[[ 1.         -0.3335681  -0.09781697 ...  0.36257315 -0.01031267
  -0.21928152]
 [-0.3335681   1.          0.06250005 ... -0.17318282  0.3946305
   0.26635957]
 [-0.09781697  0.06250005  1.         ...  0.10191     0.103616
  -0.05040343]
 ...
 [ 0.36257315 -0.17318282  0.10191    ...  1.          0.03339577
   0.07844529]
 [-0.01031267  0.3946305   0.103616   ...  0.03339577  1.
   0.16118093]
 [-0.21928152  0.26635957 -0.05040343 ...  0.07844529  0.16118093
   1.        ]]",8,N2
366,NonOverlap20090826IS_Segment_1_N2.mat,20090826IS,"[[ 1.         -0.01915503 -0.12135296 ...  0.30511984 -0.38205153
   0.49020374]
 [-0.01915503  1.          0.4068673  ... -0.34634566 -0.7013787
   0.18205018]
 [-0.12135296  0.4068673   1.         ...  0.17067641 -0.25552595
   0.18340325]
 ...
 [ 0.30511984 -0.34634566  0.17067641 ...  1.          0.11146522
   0.2431616 ]
 [-0.38205153 -0.7013787  -0.25552595 ...  0.11146522  1.
  -0.26646757]
 [ 0.49020374  0.18205018  0.18340325 ...  0.2431616  -0.26646757
   1.        ]]",1,N2
367,NonOverlap20090826IS_Segment_2_N2.mat,20090826IS,"[[ 1.          0.17007545 -0.42059046 ... -0.04389185 -0.07217747
  -0.30476424]
 [ 0.17007545  1.          0.22763965 ... -0.24540967  0.23151585
  -0.3042053 ]
 [-0.42059046  0.22763965  1.         ...  0.4886415   0.3263036
   0.15827036]
 ...
 [-0.04389185 -0.24540967  0.4886415  ...  1.         -0.03133409
   0.3679579 ]
 [-0.07217747  0.23151585  0.3263036  ... -0.03133409  1.
   0.18776742]
 [-0.30476424 -0.3042053   0.15827036 ...  0.3679579   0.18776742
   1.        ]]",2,N2
368,NonOverlap20090826IS_Segment_3_N2.mat,20090826IS,"[[ 1.         -0.21693833 -0.31587675 ...  0.02159005 -0.46351567
  -0.24197984]
 [-0.21693833  1.          0.31355953 ... -0.43373227 -0.03251404
   0.04086255]
 [-0.31587675  0.31355953  1.         ... -0.00199043  0.06202906
  -0.46935314]
 ...
 [ 0.02159005 -0.43373227 -0.00199043 ...  1.          0.01187785
  -0.17523585]
 [-0.46351567 -0.03251404  0.06202906 ...  0.01187785  1.
   0.14643578]
 [-0.24197984  0.04086255 -0.46935314 ... -0.17523585  0.14643578
   1.        ]]",3,N2
369,NonOverlap20090826IS_Segment_4_N2.mat,20090826IS,"[[ 1.         -0.3391742   0.3981435  ... -0.02674651 -0.4797661
   0.3456157 ]
 [-0.3391742   1.          0.3613422  ...  0.16695285  0.30064982
  -0.35228115]
 [ 0.3981435   0.3613422   1.         ...  0.41000837 -0.1661596
  -0.26549584]
 ...
 [-0.02674651  0.16695285  0.41000837 ...  1.          0.03929417
  -0.04252716]
 [-0.4797661   0.30064982 -0.1661596  ...  0.03929417  1.
  -0.31038776]
 [ 0.3456157  -0.35228115 -0.26549584 ... -0.04252716 -0.31038776
   1.        ]]",4,N2
370,NonOverlap20090826IS_Segment_5_N2.mat,20090826IS,"[[ 1.         -0.6048211   0.01406565 ... -0.14636403 -0.1488711
  -0.17829096]
 [-0.6048211   1.         -0.3434045  ... -0.07321144  0.19173318
   0.3255826 ]
 [ 0.01406565 -0.3434045   1.         ...  0.21262878 -0.46619207
  -0.38231477]
 ...
 [-0.14636403 -0.07321144  0.21262878 ...  1.          0.19039069
   0.15091774]
 [-0.1488711   0.19173318 -0.46619207 ...  0.19039069  1.
  -0.02943031]
 [-0.17829096  0.3255826  -0.38231477 ...  0.15091774 -0.02943031
   1.        ]]",5,N2
371,NonOverlap20090826IS_Segment_6_N2.mat,20090826IS,"[[ 1.         -0.45005882  0.17415409 ... -0.09006449 -0.22422388
  -0.18914083]
 [-0.45005882  1.         -0.01624092 ...  0.3345185  -0.19858631
   0.56696546]
 [ 0.17415409 -0.01624092  1.         ...  0.28370258 -0.3200348
   0.13618888]
 ...
 [-0.09006449  0.3345185   0.28370258 ...  1.          0.20765656
   0.15406688]
 [-0.22422388 -0.19858631 -0.3200348  ...  0.20765656  1.
  -0.08591196]
 [-0.18914083  0.56696546  0.13618888 ...  0.15406688 -0.08591196
   1.        ]]",6,N2
372,NonOverlap20090826IS_Segment_7_N2.mat,20090826IS,"[[ 1.          0.13209957  0.6594604  ...  0.05849659  0.03807995
  -0.5864992 ]
 [ 0.13209957  1.         -0.08057223 ... -0.20924285 -0.10172172
  -0.37771195]
 [ 0.6594604  -0.08057223  1.         ...  0.31833363 -0.20963508
  -0.44479594]
 ...
 [ 0.05849659 -0.20924285  0.31833363 ...  1.          0.36464512
   0.04945218]
 [ 0.03807995 -0.10172172 -0.20963508 ...  0.36464512  1.
   0.1365045 ]
 [-0.5864992  -0.37771195 -0.44479594 ...  0.04945218  0.1365045
   1.        ]]",7,N2
373,NonOverlap20090826IS_Segment_8_N2.mat,20090826IS,"[[ 1.         -0.31251675  0.26577884 ... -0.09465873  0.01757421
   0.03556181]
 [-0.31251675  1.         -0.28548282 ... -0.1579188  -0.34724033
   0.05874326]
 [ 0.26577884 -0.28548282  1.         ...  0.32271904 -0.30404308
  -0.3351022 ]
 ...
 [-0.09465873 -0.1579188   0.32271904 ...  1.          0.06661033
  -0.47713542]
 [ 0.01757421 -0.34724033 -0.30404308 ...  0.06661033  1.
  -0.0514494 ]
 [ 0.03556181  0.05874326 -0.3351022  ... -0.47713542 -0.0514494
   1.        ]]",8,N2
374,NonOverlap20090826IS_Segment_9_N2.mat,20090826IS,"[[ 1.          0.02204422 -0.1627437  ... -0.2846065  -0.6123152
   0.04682259]
 [ 0.02204422  1.         -0.34362227 ... -0.5684048   0.2302148
  -0.18410116]
 [-0.1627437  -0.34362227  1.         ...  0.28325164 -0.35480767
  -0.24600527]
 ...
 [-0.2846065  -0.5684048   0.28325164 ...  1.         -0.05534975
   0.2531461 ]
 [-0.6123152   0.2302148  -0.35480767 ... -0.05534975  1.
  -0.08436777]
 [ 0.04682259 -0.18410116 -0.24600527 ...  0.2531461  -0.08436777
   1.        ]]",9,N2
375,NonOverlap20090826IS_Segment_10_N2.mat,20090826IS,"[[ 1.         -0.27049917 -0.04315868 ... -0.00556949 -0.01780627
  -0.16032033]
 [-0.27049917  1.          0.17284012 ... -0.49483848  0.21522136
  -0.18982282]
 [-0.04315868  0.17284012  1.         ...  0.17460518  0.16006152
  -0.4228564 ]
 ...
 [-0.00556949 -0.49483848  0.17460518 ...  1.          0.02560009
   0.04218812]
 [-0.01780627  0.21522136  0.16006152 ...  0.02560009  1.
  -0.00900447]
 [-0.16032033 -0.18982282 -0.4228564  ...  0.04218812 -0.00900447
   1.        ]]",10,N2
376,NonOverlap20090930MZ_Segment_1_N2.mat,20090930MZ,"[[ 1.         -0.6955541   0.02087762 ...  0.26879242  0.01599278
  -0.28689578]
 [-0.6955541   1.          0.14246683 ... -0.45280755  0.05709374
   0.27124256]
 [ 0.02087762  0.14246683  1.         ... -0.09813786 -0.41158938
  -0.2580226 ]
 ...
 [ 0.26879242 -0.45280755 -0.09813786 ...  1.          0.4060614
   0.1987808 ]
 [ 0.01599278  0.05709374 -0.41158938 ...  0.4060614   1.
   0.55226845]
 [-0.28689578  0.27124256 -0.2580226  ...  0.1987808   0.55226845
   1.        ]]",1,N2
377,NonOverlap20090930MZ_Segment_2_N2.mat,20090930MZ,"[[ 1.         -0.28291914 -0.2763953  ...  0.37141433  0.08082815
   0.21276173]
 [-0.28291914  1.          0.09561512 ... -0.508623   -0.4522137
  -0.54150474]
 [-0.2763953   0.09561512  1.         ... -0.18866012 -0.5233269
  -0.42050207]
 ...
 [ 0.37141433 -0.508623   -0.18866012 ...  1.         -0.03224173
   0.55507123]
 [ 0.08082815 -0.4522137  -0.5233269  ... -0.03224173  1.
   0.4083338 ]
 [ 0.21276173 -0.54150474 -0.42050207 ...  0.55507123  0.4083338
   1.        ]]",2,N2
378,NonOverlap20090930MZ_Segment_3_N2.mat,20090930MZ,"[[ 1.         -0.367517   -0.06195351 ... -0.46399784 -0.54797274
   0.02551334]
 [-0.367517    1.         -0.12421349 ...  0.14657252 -0.00222288
   0.05502189]
 [-0.06195351 -0.12421349  1.         ...  0.4399554   0.03028114
  -0.34996903]
 ...
 [-0.46399784  0.14657252  0.4399554  ...  1.          0.27787855
   0.06424154]
 [-0.54797274 -0.00222288  0.03028114 ...  0.27787855  1.
  -0.17525195]
 [ 0.02551334  0.05502189 -0.34996903 ...  0.06424154 -0.17525195
   1.        ]]",3,N2
379,NonOverlap20090930MZ_Segment_4_N2.mat,20090930MZ,"[[ 1.          0.18061596 -0.25589955 ... -0.28482613 -0.29704532
  -0.48883313]
 [ 0.18061596  1.          0.1470981  ... -0.40202954 -0.3634336
   0.0301987 ]
 [-0.25589955  0.1470981   1.         ...  0.1907416   0.02092519
   0.11298285]
 ...
 [-0.28482613 -0.40202954  0.1907416  ...  1.          0.24599606
   0.4875999 ]
 [-0.29704532 -0.3634336   0.02092519 ...  0.24599606  1.
   0.10748093]
 [-0.48883313  0.0301987   0.11298285 ...  0.4875999   0.10748093
   1.        ]]",4,N2
380,NonOverlap20090930MZ_Segment_5_N2.mat,20090930MZ,"[[ 1.          0.11262508 -0.51701236 ... -0.6195723   0.00591027
   0.06463099]
 [ 0.11262508  1.          0.21116522 ... -0.2373437  -0.65625143
  -0.166596  ]
 [-0.51701236  0.21116522  1.         ...  0.38404283 -0.15775283
  -0.17808601]
 ...
 [-0.6195723  -0.2373437   0.38404283 ...  1.          0.45692948
   0.02947247]
 [ 0.00591027 -0.65625143 -0.15775283 ...  0.45692948  1.
   0.33909526]
 [ 0.06463099 -0.166596   -0.17808601 ...  0.02947247  0.33909526
   1.        ]]",5,N2
381,NonOverlap20090930MZ_Segment_6_N2.mat,20090930MZ,"[[ 1.         -0.14990532  0.4400655  ... -0.13505453 -0.64972895
  -0.54963875]
 [-0.14990532  1.         -0.42237413 ... -0.731127   -0.4407219
  -0.10550277]
 [ 0.4400655  -0.42237413  1.         ...  0.25607595 -0.0633231
  -0.16083553]
 ...
 [-0.13505453 -0.731127    0.25607595 ...  1.          0.51810753
   0.4386806 ]
 [-0.64972895 -0.4407219  -0.0633231  ...  0.51810753  1.
   0.4554662 ]
 [-0.54963875 -0.10550277 -0.16083553 ...  0.4386806   0.4554662
   1.        ]]",6,N2
382,NonOverlap20090930MZ_Segment_7_N2.mat,20090930MZ,"[[ 1.         -0.41139486  0.58732605 ... -0.22889854 -0.5901741
  -0.31507605]
 [-0.41139486  1.         -0.23998778 ... -0.10515891  0.24835977
   0.2767879 ]
 [ 0.58732605 -0.23998778  1.         ...  0.00393382 -0.36309576
  -0.26873985]
 ...
 [-0.22889854 -0.10515891  0.00393382 ...  1.          0.50449324
   0.4408012 ]
 [-0.5901741   0.24835977 -0.36309576 ...  0.50449324  1.
   0.44874018]
 [-0.31507605  0.2767879  -0.26873985 ...  0.4408012   0.44874018
   1.        ]]",7,N2
383,NonOverlap20091020DK_Segment_1_N2.mat,20091020DK,"[[ 1.         -0.38500482 -0.14856511 ...  0.15699318 -0.01767398
   0.31281483]
 [-0.38500482  1.          0.06440169 ... -0.01115621 -0.17631511
  -0.35845998]
 [-0.14856511  0.06440169  1.         ...  0.04566871 -0.35762513
  -0.5002699 ]
 ...
 [ 0.15699318 -0.01115621  0.04566871 ...  1.          0.2741812
  -0.07924034]
 [-0.01767398 -0.17631511 -0.35762513 ...  0.2741812   1.
   0.10658619]
 [ 0.31281483 -0.35845998 -0.5002699  ... -0.07924034  0.10658619
   1.        ]]",1,N2
384,NonOverlap20091020DK_Segment_2_N2.mat,20091020DK,"[[ 1.         -0.25018623 -0.5074294  ... -0.2467629  -0.44450927
  -0.1615594 ]
 [-0.25018623  1.          0.659252   ... -0.1911397   0.01026935
  -0.39862826]
 [-0.5074294   0.659252    1.         ...  0.1289091   0.1628321
  -0.20710762]
 ...
 [-0.2467629  -0.1911397   0.1289091  ...  1.          0.2847904
   0.39749482]
 [-0.44450927  0.01026935  0.1628321  ...  0.2847904   1.
   0.5790917 ]
 [-0.1615594  -0.39862826 -0.20710762 ...  0.39749482  0.5790917
   1.        ]]",2,N2
385,NonOverlap20091020DK_Segment_3_N2.mat,20091020DK,"[[ 1.         -0.23809868 -0.10185658 ... -0.37394887 -0.49961755
   0.27937973]
 [-0.23809868  1.          0.350395   ...  0.34116966  0.43196452
   0.16668496]
 [-0.10185658  0.350395    1.         ...  0.4663487   0.20834546
   0.20393632]
 ...
 [-0.37394887  0.34116966  0.4663487  ...  1.          0.34187925
   0.23084226]
 [-0.49961755  0.43196452  0.20834546 ...  0.34187925  1.
  -0.12168948]
 [ 0.27937973  0.16668496  0.20393632 ...  0.23084226 -0.12168948
   1.        ]]",3,N2
386,NonOverlap20091020DK_Segment_4_N2.mat,20091020DK,"[[ 1.         -0.06033492 -0.2842502  ...  0.18483293  0.13448213
  -0.2659583 ]
 [-0.06033492  1.          0.00924335 ...  0.0680498   0.1241733
   0.3350798 ]
 [-0.2842502   0.00924335  1.         ...  0.4678001   0.49623245
  -0.09634355]
 ...
 [ 0.18483293  0.0680498   0.4678001  ...  1.          0.28291205
  -0.10776147]
 [ 0.13448213  0.1241733   0.49623245 ...  0.28291205  1.
  -0.16381729]
 [-0.2659583   0.3350798  -0.09634355 ... -0.10776147 -0.16381729
   1.        ]]",4,N2
387,NonOverlap20091020DK_Segment_5_N2.mat,20091020DK,"[[ 1.          0.03356293  0.02015069 ...  0.02533491  0.3189028
  -0.1798057 ]
 [ 0.03356293  1.         -0.12426804 ... -0.0647466   0.5022906
   0.5739567 ]
 [ 0.02015069 -0.12426804  1.         ...  0.4859494   0.03452519
  -0.10338281]
 ...
 [ 0.02533491 -0.0647466   0.4859494  ...  1.          0.03512139
  -0.01158453]
 [ 0.3189028   0.5022906   0.03452519 ...  0.03512139  1.
   0.3710148 ]
 [-0.1798057   0.5739567  -0.10338281 ... -0.01158453  0.3710148
   1.        ]]",5,N2
388,NonOverlap20091026AS_Segment_1_N2.mat,20091026AS,"[[ 1.         -0.1071574   0.08368315 ... -0.1734003  -0.22895569
  -0.0504254 ]
 [-0.1071574   1.          0.28811157 ... -0.15384036  0.18089688
  -0.17960891]
 [ 0.08368315  0.28811157  1.         ...  0.09010644 -0.01954003
  -0.16337204]
 ...
 [-0.1734003  -0.15384036  0.09010644 ...  1.          0.48867506
   0.36278677]
 [-0.22895569  0.18089688 -0.01954003 ...  0.48867506  1.
   0.21151066]
 [-0.0504254  -0.17960891 -0.16337204 ...  0.36278677  0.21151066
   1.        ]]",1,N2
389,NonOverlap20091026AS_Segment_2_N2.mat,20091026AS,"[[ 1.         -0.1273706   0.03045229 ... -0.30373064 -0.48364675
  -0.41817334]
 [-0.1273706   1.         -0.07018334 ...  0.02070433 -0.03495308
   0.1895803 ]
 [ 0.03045229 -0.07018334  1.         ... -0.02015818 -0.05574629
  -0.36286616]
 ...
 [-0.30373064  0.02070433 -0.02015818 ...  1.          0.42122602
   0.18845096]
 [-0.48364675 -0.03495308 -0.05574629 ...  0.42122602  1.
   0.34302935]
 [-0.41817334  0.1895803  -0.36286616 ...  0.18845096  0.34302935
   1.        ]]",2,N2
390,NonOverlap20091026AS_Segment_3_N2.mat,20091026AS,"[[ 1.         -0.01635629 -0.08435003 ...  0.28446835  0.1505439
   0.22705793]
 [-0.01635629  1.         -0.03448115 ... -0.3553466  -0.24584873
   0.34632683]
 [-0.08435003 -0.03448115  1.         ...  0.06411979 -0.23278064
  -0.36220723]
 ...
 [ 0.28446835 -0.3553466   0.06411979 ...  1.          0.37987405
   0.20131171]
 [ 0.1505439  -0.24584873 -0.23278064 ...  0.37987405  1.
   0.21469064]
 [ 0.22705793  0.34632683 -0.36220723 ...  0.20131171  0.21469064
   1.        ]]",3,N2
391,NonOverlap20091026AS_Segment_4_N2.mat,20091026AS,"[[ 1.          0.3799004  -0.5671586  ... -0.46286684 -0.10902618
  -0.20875253]
 [ 0.3799004   1.         -0.3678615  ... -0.2657913   0.07616878
   0.00627148]
 [-0.5671586  -0.3678615   1.         ...  0.6176162   0.10060599
   0.10709509]
 ...
 [-0.46286684 -0.2657913   0.6176162  ...  1.          0.1545257
   0.40870515]
 [-0.10902618  0.07616878  0.10060599 ...  0.1545257   1.
   0.2365462 ]
 [-0.20875253  0.00627148  0.10709509 ...  0.40870515  0.2365462
   1.        ]]",4,N2
392,NonOverlap20091026AS_Segment_5_N2.mat,20091026AS,"[[ 1.         -0.15265611  0.14098632 ... -0.24576008 -0.16582827
  -0.2716298 ]
 [-0.15265611  1.          0.1257558  ... -0.21901721 -0.23359424
  -0.11133477]
 [ 0.14098632  0.1257558   1.         ...  0.34128213 -0.211786
  -0.28982294]
 ...
 [-0.24576008 -0.21901721  0.34128213 ...  1.          0.29020452
  -0.03502456]
 [-0.16582827 -0.23359424 -0.211786   ...  0.29020452  1.
   0.09848619]
 [-0.2716298  -0.11133477 -0.28982294 ... -0.03502456  0.09848619
   1.        ]]",5,N2
393,NonOverlap20091026AS_Segment_6_N2.mat,20091026AS,"[[ 1.         -0.35939258  0.02262105 ... -0.32314348 -0.20506874
  -0.31845537]
 [-0.35939258  1.         -0.21623676 ... -0.3826388  -0.07127618
  -0.19643769]
 [ 0.02262105 -0.21623676  1.         ...  0.01947995 -0.05120475
  -0.1996257 ]
 ...
 [-0.32314348 -0.3826388   0.01947995 ...  1.          0.35219473
   0.50864136]
 [-0.20506874 -0.07127618 -0.05120475 ...  0.35219473  1.
   0.43930477]
 [-0.31845537 -0.19643769 -0.1996257  ...  0.50864136  0.43930477
   1.        ]]",6,N2
394,NonOverlap20091026AS_Segment_7_N2.mat,20091026AS,"[[ 1.         -0.33520234 -0.5307442  ... -0.2730505  -0.22503558
   0.08417933]
 [-0.33520234  1.          0.39022025 ...  0.13114315 -0.1673111
  -0.34495866]
 [-0.5307442   0.39022025  1.         ...  0.22305903  0.07240477
  -0.07599266]
 ...
 [-0.2730505   0.13114315  0.22305903 ...  1.          0.20659718
   0.05058494]
 [-0.22503558 -0.1673111   0.07240477 ...  0.20659718  1.
   0.49637014]
 [ 0.08417933 -0.34495866 -0.07599266 ...  0.05058494  0.49637014
   1.        ]]",7,N2
395,NonOverlap20091126AL_Segment_1_N2.mat,20091126AL,"[[ 1.         -0.0860973  -0.3256606  ...  0.17594285  0.11066637
   0.06908393]
 [-0.0860973   1.         -0.03805057 ... -0.3148443  -0.38292
   0.1610754 ]
 [-0.3256606  -0.03805057  1.         ... -0.12533286  0.08634508
  -0.2041611 ]
 ...
 [ 0.17594285 -0.3148443  -0.12533286 ...  1.          0.45590413
  -0.10179074]
 [ 0.11066637 -0.38292     0.08634508 ...  0.45590413  1.
  -0.01006136]
 [ 0.06908393  0.1610754  -0.2041611  ... -0.10179074 -0.01006136
   1.        ]]",1,N2
396,NonOverlap20091126AL_Segment_2_N2.mat,20091126AL,"[[ 1.         -0.26813924 -0.32469532 ... -0.35341606  0.12203185
  -0.23774056]
 [-0.26813924  1.          0.26762146 ... -0.23455715  0.08055383
   0.3612219 ]
 [-0.32469532  0.26762146  1.         ...  0.2750619  -0.05737662
   0.44059843]
 ...
 [-0.35341606 -0.23455715  0.2750619  ...  1.         -0.19363332
   0.23219508]
 [ 0.12203185  0.08055383 -0.05737662 ... -0.19363332  1.
   0.37409768]
 [-0.23774056  0.3612219   0.44059843 ...  0.23219508  0.37409768
   1.        ]]",2,N2
397,NonOverlap20091126AL_Segment_3_N2.mat,20091126AL,"[[ 1.         -0.10934697 -0.45708704 ... -0.5652716  -0.140736
  -0.00654583]
 [-0.10934697  1.         -0.2889515  ...  0.26650977  0.00257136
   0.6713493 ]
 [-0.45708704 -0.2889515   1.         ...  0.65206105  0.27940068
  -0.43778974]
 ...
 [-0.5652716   0.26650977  0.65206105 ...  1.          0.25184748
   0.18378633]
 [-0.140736    0.00257136  0.27940068 ...  0.25184748  1.
   0.04966374]
 [-0.00654583  0.6713493  -0.43778974 ...  0.18378633  0.04966374
   1.        ]]",3,N2
398,NonOverlap20091208AB_Segment_1_N2.mat,20091208AB,"[[ 1.         -0.27033952 -0.32557812 ...  0.1814456  -0.2780339
  -0.2185921 ]
 [-0.27033952  1.         -0.07088578 ...  0.18779224 -0.09456368
  -0.26591235]
 [-0.32557812 -0.07088578  1.         ... -0.12984213  0.06329001
   0.09773987]
 ...
 [ 0.1814456   0.18779224 -0.12984213 ...  1.          0.26032668
   0.02250005]
 [-0.2780339  -0.09456368  0.06329001 ...  0.26032668  1.
   0.17870647]
 [-0.2185921  -0.26591235  0.09773987 ...  0.02250005  0.17870647
   1.        ]]",1,N2
399,NonOverlap20091208AB_Segment_2_N2.mat,20091208AB,"[[ 1.         -0.2757508   0.66252387 ... -0.16191168  0.02222627
  -0.31627914]
 [-0.2757508   1.         -0.31666535 ...  0.2851274   0.25466195
  -0.09199879]
 [ 0.66252387 -0.31666535  1.         ... -0.16163194 -0.28026375
  -0.24974906]
 ...
 [-0.16191168  0.2851274  -0.16163194 ...  1.          0.08376671
   0.45263445]
 [ 0.02222627  0.25466195 -0.28026375 ...  0.08376671  1.
   0.06540252]
 [-0.31627914 -0.09199879 -0.24974906 ...  0.45263445  0.06540252
   1.        ]]",2,N2
400,NonOverlap20091208AB_Segment_3_N2.mat,20091208AB,"[[ 1.          0.18680862  0.20504165 ... -0.29266074 -0.12681884
  -0.28466347]
 [ 0.18680862  1.          0.17893729 ... -0.04339004 -0.23704353
  -0.15058075]
 [ 0.20504165  0.17893729  1.         ... -0.24135602 -0.3709848
  -0.6968165 ]
 ...
 [-0.29266074 -0.04339004 -0.24135602 ...  1.          0.52510446
   0.37676758]
 [-0.12681884 -0.23704353 -0.3709848  ...  0.52510446  1.
   0.47429788]
 [-0.28466347 -0.15058075 -0.6968165  ...  0.37676758  0.47429788
   1.        ]]",3,N2
401,NonOverlap20091208AB_Segment_4_N2.mat,20091208AB,"[[ 1.         -0.06268025  0.11288399 ... -0.2459384  -0.60615176
  -0.49484468]
 [-0.06268025  1.         -0.45072034 ... -0.00682974  0.03726149
   0.05127552]
 [ 0.11288399 -0.45072034  1.         ... -0.09030455 -0.00668346
  -0.24561965]
 ...
 [-0.2459384  -0.00682974 -0.09030455 ...  1.          0.36140504
   0.46280885]
 [-0.60615176  0.03726149 -0.00668346 ...  0.36140504  1.
   0.49852088]
 [-0.49484468  0.05127552 -0.24561965 ...  0.46280885  0.49852088
   1.        ]]",4,N2
402,NonOverlap20091208AB_Segment_5_N2.mat,20091208AB,"[[ 1.         -0.21811095 -0.24551195 ...  0.11310382  0.39763424
   0.21292692]
 [-0.21811095  1.          0.24880551 ... -0.24267295 -0.61350286
  -0.06580967]
 [-0.24551195  0.24880551  1.         ... -0.14403203 -0.29596952
  -0.20291883]
 ...
 [ 0.11310382 -0.24267295 -0.14403203 ...  1.         -0.02600615
  -0.0312152 ]
 [ 0.39763424 -0.61350286 -0.29596952 ... -0.02600615  1.
   0.4284104 ]
 [ 0.21292692 -0.06580967 -0.20291883 ... -0.0312152   0.4284104
   1.        ]]",5,N2
