,File,Participant,ndarray,Segment,State
320,NonOverlap20090108AI_Segment_1_N2.mat,20090108AI,"[[ 1.         -0.51838744  0.1472971  ...  0.2443628   0.08758312
  -0.24021618]
 [-0.51838744  1.         -0.13950662 ... -0.5118741   0.0204308
   0.07397591]
 [ 0.1472971  -0.13950662  1.         ...  0.3025846  -0.07310207
   0.13060227]
 ...
 [ 0.2443628  -0.5118741   0.3025846  ...  1.         -0.19031629
   0.3951847 ]
 [ 0.08758312  0.0204308  -0.07310207 ... -0.19031629  1.
   0.2703351 ]
 [-0.24021618  0.07397591  0.13060227 ...  0.3951847   0.2703351
   1.        ]]",1,N2
321,NonOverlap20090127YK_Segment_1_N2.mat,20090127YK,"[[ 1.         -0.226689    0.40696964 ...  0.24943238 -0.08371852
   0.1701053 ]
 [-0.226689    1.         -0.43920422 ... -0.03129898 -0.2047562
  -0.04431479]
 [ 0.40696964 -0.43920422  1.         ...  0.43919373  0.16506681
   0.2609113 ]
 ...
 [ 0.24943238 -0.03129898  0.43919373 ...  1.          0.01811322
   0.10218591]
 [-0.08371852 -0.2047562   0.16506681 ...  0.01811322  1.
   0.42770016]
 [ 0.1701053  -0.04431479  0.2609113  ...  0.10218591  0.42770016
   1.        ]]",1,N2
322,NonOverlap20090127YK_Segment_2_N2.mat,20090127YK,"[[ 1.          0.1274548   0.32313994 ... -0.2198685  -0.21426618
  -0.24192992]
 [ 0.1274548   1.         -0.401579   ...  0.02117874  0.26116398
  -0.03625731]
 [ 0.32313994 -0.401579    1.         ...  0.1555101  -0.31068924
   0.03073752]
 ...
 [-0.2198685   0.02117874  0.1555101  ...  1.          0.4357514
   0.0958242 ]
 [-0.21426618  0.26116398 -0.31068924 ...  0.4357514   1.
   0.34770426]
 [-0.24192992 -0.03625731  0.03073752 ...  0.0958242   0.34770426
   1.        ]]",2,N2
323,NonOverlap20090127YK_Segment_3_N2.mat,20090127YK,"[[ 1.         -0.652146    0.26590127 ...  0.10834929  0.02681991
  -0.53362   ]
 [-0.652146    1.         -0.0436889  ... -0.22040647 -0.25416383
   0.49152553]
 [ 0.26590127 -0.0436889   1.         ... -0.14979178 -0.32539225
  -0.27106297]
 ...
 [ 0.10834929 -0.22040647 -0.14979178 ...  1.          0.17169218
   0.1214923 ]
 [ 0.02681991 -0.25416383 -0.32539225 ...  0.17169218  1.
   0.2455284 ]
 [-0.53362     0.49152553 -0.27106297 ...  0.1214923   0.2455284
   1.        ]]",3,N2
324,NonOverlap20090127YK_Segment_4_N2.mat,20090127YK,"[[ 1.         -0.6053153   0.6911874  ... -0.13935423  0.13110127
  -0.2197674 ]
 [-0.6053153   1.         -0.16553071 ... -0.17448397 -0.14463352
  -0.023197  ]
 [ 0.6911874  -0.16553071  1.         ... -0.30922666 -0.15224314
  -0.3874449 ]
 ...
 [-0.13935423 -0.17448397 -0.30922666 ...  1.          0.16312522
   0.18794557]
 [ 0.13110127 -0.14463352 -0.15224314 ...  0.16312522  1.
   0.20234057]
 [-0.2197674  -0.023197   -0.3874449  ...  0.18794557  0.20234057
   1.        ]]",4,N2
325,NonOverlap20090217ML_Segment_1_N2.mat,20090217ML,"[[ 1.         -0.16217525  0.03890881 ... -0.05792778 -0.18999586
   0.07014488]
 [-0.16217525  1.          0.3820036  ...  0.13182169 -0.26227087
   0.07694987]
 [ 0.03890881  0.3820036   1.         ...  0.60877615 -0.35841697
  -0.04264643]
 ...
 [-0.05792778  0.13182169  0.60877615 ...  1.          0.07705375
   0.04426233]
 [-0.18999586 -0.26227087 -0.35841697 ...  0.07705375  1.
  -0.04515442]
 [ 0.07014488  0.07694987 -0.04264643 ...  0.04426233 -0.04515442
   1.        ]]",1,N2
326,NonOverlap20090217ML_Segment_2_N2.mat,20090217ML,"[[ 1.         -0.21135622 -0.06375781 ... -0.02972408 -0.3082656
   0.17346251]
 [-0.21135622  1.         -0.2522658  ... -0.2646781   0.30525663
   0.04824053]
 [-0.06375781 -0.2522658   1.         ...  0.38859797  0.03081126
  -0.18198976]
 ...
 [-0.02972408 -0.2646781   0.38859797 ...  1.          0.06828887
   0.13025612]
 [-0.3082656   0.30525663  0.03081126 ...  0.06828887  1.
  -0.16988891]
 [ 0.17346251  0.04824053 -0.18198976 ...  0.13025612 -0.16988891
   1.        ]]",2,N2
327,NonOverlap20090217ML_Segment_3_N2.mat,20090217ML,"[[ 1.         -0.16978365  0.17656311 ... -0.08404096 -0.09230441
  -0.3120497 ]
 [-0.16978365  1.         -0.02774778 ...  0.41597146 -0.26439044
  -0.13883063]
 [ 0.17656311 -0.02774778  1.         ... -0.14814633 -0.34939998
   0.27798158]
 ...
 [-0.08404096  0.41597146 -0.14814633 ...  1.         -0.0081097
   0.05687254]
 [-0.09230441 -0.26439044 -0.34939998 ... -0.0081097   1.
   0.13291658]
 [-0.3120497  -0.13883063  0.27798158 ...  0.05687254  0.13291658
   1.        ]]",3,N2
328,NonOverlap20090304EE_Segment_1_N2.mat,20090304EE,"[[ 1.         -0.30707353  0.06668733 ...  0.14848715 -0.42517108
  -0.48395193]
 [-0.30707353  1.          0.03718508 ... -0.55187327 -0.07092567
  -0.00278992]
 [ 0.06668733  0.03718508  1.         ... -0.16236396 -0.10701171
  -0.20180276]
 ...
 [ 0.14848715 -0.55187327 -0.16236396 ...  1.         -0.21474525
   0.0921596 ]
 [-0.42517108 -0.07092567 -0.10701171 ... -0.21474525  1.
   0.5753865 ]
 [-0.48395193 -0.00278992 -0.20180276 ...  0.0921596   0.5753865
   1.        ]]",1,N2
329,NonOverlap20090304EE_Segment_2_N2.mat,20090304EE,"[[ 1.         -0.31052244 -0.07687455 ...  0.07063297 -0.02328352
   0.03682135]
 [-0.31052244  1.         -0.03541216 ... -0.38100684  0.1713714
   0.17624721]
 [-0.07687455 -0.03541216  1.         ... -0.15125453 -0.35895061
  -0.46142122]
 ...
 [ 0.07063297 -0.38100684 -0.15125453 ...  1.          0.08713604
   0.24972226]
 [-0.02328352  0.1713714  -0.35895061 ...  0.08713604  1.
   0.6863167 ]
 [ 0.03682135  0.17624721 -0.46142122 ...  0.24972226  0.6863167
   1.        ]]",2,N2
330,NonOverlap20090304EE_Segment_3_N2.mat,20090304EE,"[[ 1.         -0.06188927  0.13657382 ...  0.07073155 -0.06694064
  -0.20334885]
 [-0.06188927  1.         -0.3406598  ... -0.35920078  0.41182822
  -0.02762341]
 [ 0.13657382 -0.3406598   1.         ...  0.25289768 -0.6230217
  -0.20699525]
 ...
 [ 0.07073155 -0.35920078  0.25289768 ...  1.         -0.13465883
   0.26385218]
 [-0.06694064  0.41182822 -0.6230217  ... -0.13465883  1.
   0.29306784]
 [-0.20334885 -0.02762341 -0.20699525 ...  0.26385218  0.29306784
   1.        ]]",3,N2
331,NonOverlap20090326HG_Segment_1_N2.mat,20090326HG,"[[ 1.         -0.12773636 -0.03854598 ...  0.01829975 -0.00978016
  -0.33360398]
 [-0.12773636  1.         -0.3074421  ...  0.02468394  0.12099937
  -0.14262253]
 [-0.03854598 -0.3074421   1.         ... -0.23107615 -0.43099993
  -0.23307106]
 ...
 [ 0.01829975  0.02468394 -0.23107615 ...  1.         -0.00683042
  -0.1133872 ]
 [-0.00978016  0.12099937 -0.43099993 ... -0.00683042  1.
   0.28844032]
 [-0.33360398 -0.14262253 -0.23307106 ... -0.1133872   0.28844032
   1.        ]]",1,N2
332,NonOverlap20090326HG_Segment_2_N2.mat,20090326HG,"[[ 1.         -0.21290904  0.351977   ...  0.40935007 -0.23417158
  -0.19436446]
 [-0.21290904  1.          0.20862484 ...  0.4749311  -0.11906808
   0.19528873]
 [ 0.351977    0.20862484  1.         ...  0.34107238 -0.33534423
   0.00580952]
 ...
 [ 0.40935007  0.4749311   0.34107238 ...  1.         -0.33837965
   0.07399866]
 [-0.23417158 -0.11906808 -0.33534423 ... -0.33837965  1.
   0.5714377 ]
 [-0.19436446  0.19528873  0.00580952 ...  0.07399866  0.5714377
   1.        ]]",2,N2
333,NonOverlap20090326HG_Segment_3_N2.mat,20090326HG,"[[ 1.         -0.10641669  0.12378572 ...  0.07768918  0.05247188
   0.15625833]
 [-0.10641669  1.          0.04821978 ... -0.08964611 -0.05502119
   0.04166269]
 [ 0.12378572  0.04821978  1.         ...  0.5219628  -0.16711332
   0.29971936]
 ...
 [ 0.07768918 -0.08964611  0.5219628  ...  1.         -0.17370486
   0.62303036]
 [ 0.05247188 -0.05502119 -0.16711332 ... -0.17370486  1.
   0.23481959]
 [ 0.15625833  0.04166269  0.29971936 ...  0.62303036  0.23481959
   1.        ]]",3,N2
334,NonOverlap20090326HG_Segment_4_N2.mat,20090326HG,"[[ 1.         -0.39015615  0.25439602 ...  0.11700918  0.10464618
  -0.5207709 ]
 [-0.39015615  1.         -0.46861595 ... -0.02707794 -0.08709776
   0.51357853]
 [ 0.25439602 -0.46861595  1.         ...  0.13658713  0.30024445
  -0.5465191 ]
 ...
 [ 0.11700918 -0.02707794  0.13658713 ...  1.         -0.30558115
  -0.25656015]
 [ 0.10464618 -0.08709776  0.30024445 ... -0.30558115  1.
   0.07004211]
 [-0.5207709   0.51357853 -0.5465191  ... -0.25656015  0.07004211
   1.        ]]",4,N2
335,NonOverlap20090326HG_Segment_5_N2.mat,20090326HG,"[[ 1.         -0.02088705 -0.10417047 ... -0.23876098  0.08084917
  -0.47256598]
 [-0.02088705  1.         -0.13510217 ... -0.24799728 -0.0986024
   0.11487197]
 [-0.10417047 -0.13510217  1.         ...  0.4924575   0.29832914
   0.3232357 ]
 ...
 [-0.23876098 -0.24799728  0.4924575  ...  1.          0.26729637
   0.3108905 ]
 [ 0.08084917 -0.0986024   0.29832914 ...  0.26729637  1.
  -0.07598129]
 [-0.47256598  0.11487197  0.3232357  ...  0.3108905  -0.07598129
   1.        ]]",5,N2
336,NonOverlap20090326HG_Segment_6_N2.mat,20090326HG,"[[ 1.          0.08320107  0.03780009 ...  0.09180021 -0.04036342
   0.3779087 ]
 [ 0.08320107  1.          0.27679965 ...  0.18849877  0.2613794
  -0.05120256]
 [ 0.03780009  0.27679965  1.         ...  0.48191136 -0.32867196
  -0.01663841]
 ...
 [ 0.09180021  0.18849877  0.48191136 ...  1.         -0.03087643
   0.14480051]
 [-0.04036342  0.2613794  -0.32867196 ... -0.03087643  1.
  -0.2046906 ]
 [ 0.3779087  -0.05120256 -0.01663841 ...  0.14480051 -0.2046906
   1.        ]]",6,N2
337,NonOverlap20090326HG_Segment_7_N2.mat,20090326HG,"[[ 1.0000000e+00 -1.9087878e-01  3.1965953e-01 ...  4.9486853e-02
   7.5504757e-02 -3.4875091e-04]
 [-1.9087878e-01  1.0000000e+00 -5.4696000e-01 ... -3.4904659e-01
  -7.8394510e-02 -1.1831238e-01]
 [ 3.1965953e-01 -5.4696000e-01  1.0000000e+00 ...  6.2012494e-01
   1.6552541e-02  2.0118387e-01]
 ...
 [ 4.9486853e-02 -3.4904659e-01  6.2012494e-01 ...  1.0000000e+00
   1.0927179e-01  1.2403530e-01]
 [ 7.5504757e-02 -7.8394510e-02  1.6552541e-02 ...  1.0927179e-01
   1.0000000e+00  4.9968120e-01]
 [-3.4875091e-04 -1.1831238e-01  2.0118387e-01 ...  1.2403530e-01
   4.9968120e-01  1.0000000e+00]]",7,N2
338,NonOverlap20090428RS_Segment_1_N2.mat,20090428RS,"[[ 1.          0.05440195  0.088813   ... -0.22241727 -0.32605308
  -0.26051286]
 [ 0.05440195  1.         -0.3005758  ...  0.18165272  0.00141065
   0.06426892]
 [ 0.088813   -0.3005758   1.         ...  0.04931285 -0.3433265
   0.01080996]
 ...
 [-0.22241727  0.18165272  0.04931285 ...  1.          0.20720612
   0.00874373]
 [-0.32605308  0.00141065 -0.3433265  ...  0.20720612  1.
   0.09530482]
 [-0.26051286  0.06426892  0.01080996 ...  0.00874373  0.09530482
   1.        ]]",1,N2
339,NonOverlap20090428RS_Segment_2_N2.mat,20090428RS,"[[ 1.          0.325682    0.4386434  ... -0.42380705 -0.40192842
   0.01301936]
 [ 0.325682    1.          0.26981905 ... -0.58376026 -0.24298686
   0.339598  ]
 [ 0.4386434   0.26981905  1.         ... -0.3745785  -0.40081373
   0.15444398]
 ...
 [-0.42380705 -0.58376026 -0.3745785  ...  1.          0.3536332
  -0.08582419]
 [-0.40192842 -0.24298686 -0.40081373 ...  0.3536332   1.
  -0.29600608]
 [ 0.01301936  0.339598    0.15444398 ... -0.08582419 -0.29600608
   1.        ]]",2,N2
340,NonOverlap20090428RS_Segment_3_N2.mat,20090428RS,"[[ 1.          0.26574948  0.17743681 ... -0.501013   -0.3893477
  -0.1505923 ]
 [ 0.26574948  1.         -0.33786392 ...  0.07411507  0.24881557
   0.31691736]
 [ 0.17743681 -0.33786392  1.         ... -0.04855195 -0.5596319
  -0.2781374 ]
 ...
 [-0.501013    0.07411507 -0.04855195 ...  1.          0.41808042
   0.49527153]
 [-0.3893477   0.24881557 -0.5596319  ...  0.41808042  1.
   0.68251795]
 [-0.1505923   0.31691736 -0.2781374  ...  0.49527153  0.68251795
   1.        ]]",3,N2
341,NonOverlap20090428RS_Segment_4_N2.mat,20090428RS,"[[ 1.         -0.1614337   0.02090561 ... -0.49897635 -0.39699757
  -0.15684181]
 [-0.1614337   1.         -0.6459886  ...  0.04078403  0.29555136
   0.45286843]
 [ 0.02090561 -0.6459886   1.         ... -0.07869096 -0.30218327
  -0.2181407 ]
 ...
 [-0.49897635  0.04078403 -0.07869096 ...  1.          0.43199563
   0.13796991]
 [-0.39699757  0.29555136 -0.30218327 ...  0.43199563  1.
   0.21875606]
 [-0.15684181  0.45286843 -0.2181407  ...  0.13796991  0.21875606
   1.        ]]",4,N2
342,NonOverlap20090428RS_Segment_5_N2.mat,20090428RS,"[[ 1.         -0.04216301  0.09439982 ...  0.20471996 -0.0298764
  -0.6062857 ]
 [-0.04216301  1.          0.06399533 ...  0.2949343   0.21624365
   0.03733549]
 [ 0.09439982  0.06399533  1.         ... -0.29082394 -0.12018192
   0.04481706]
 ...
 [ 0.20471996  0.2949343  -0.29082394 ...  1.          0.16037852
  -0.2152434 ]
 [-0.0298764   0.21624365 -0.12018192 ...  0.16037852  1.
   0.20125252]
 [-0.6062857   0.03733549  0.04481706 ... -0.2152434   0.20125252
   1.        ]]",5,N2
343,NonOverlap20090518NW_Segment_1_N2.mat,20090518NW,"[[ 1.         -0.03539766 -0.26088867 ...  0.03641675 -0.2642281
  -0.04533075]
 [-0.03539766  1.          0.14723013 ... -0.19442484 -0.01361034
   0.02758185]
 [-0.26088867  0.14723013  1.         ...  0.14096013 -0.14965746
  -0.03430612]
 ...
 [ 0.03641675 -0.19442484  0.14096013 ...  1.         -0.10409014
  -0.10869747]
 [-0.2642281  -0.01361034 -0.14965746 ... -0.10409014  1.
   0.21280354]
 [-0.04533075  0.02758185 -0.03430612 ... -0.10869747  0.21280354
   1.        ]]",1,N2
344,NonOverlap20090518NW_Segment_2_N2.mat,20090518NW,"[[ 1.          0.08743945 -0.19184788 ...  0.19574416 -0.15373564
  -0.0378981 ]
 [ 0.08743945  1.         -0.33016634 ...  0.0169536  -0.12621754
   0.21093589]
 [-0.19184788 -0.33016634  1.         ... -0.2788958   0.21538153
  -0.31345665]
 ...
 [ 0.19574416  0.0169536  -0.2788958  ...  1.          0.4225511
   0.22607508]
 [-0.15373564 -0.12621754  0.21538153 ...  0.4225511   1.
  -0.07369652]
 [-0.0378981   0.21093589 -0.31345665 ...  0.22607508 -0.07369652
   1.        ]]",2,N2
345,NonOverlap20090526SD_Segment_1_N2.mat,20090526SD,"[[ 1.          0.00577817 -0.46395302 ... -0.0792002   0.1259185
   0.52440107]
 [ 0.00577817  1.          0.19705775 ...  0.34121907 -0.10517155
   0.00195504]
 [-0.46395302  0.19705775  1.         ...  0.21734338 -0.3027926
  -0.42860246]
 ...
 [-0.0792002   0.34121907  0.21734338 ...  1.         -0.08191095
   0.19340463]
 [ 0.1259185  -0.10517155 -0.3027926  ... -0.08191095  1.
   0.23062113]
 [ 0.52440107  0.00195504 -0.42860246 ...  0.19340463  0.23062113
   1.        ]]",1,N2
346,NonOverlap20090526SD_Segment_2_N2.mat,20090526SD,"[[ 1.         -0.28744298 -0.0322042  ... -0.29856426  0.29354894
  -0.537429  ]
 [-0.28744298  1.         -0.03866448 ... -0.01883836  0.11768764
   0.28622606]
 [-0.0322042  -0.03866448  1.         ...  0.40678656 -0.34056342
   0.06878418]
 ...
 [-0.29856426 -0.01883836  0.40678656 ...  1.         -0.42354244
   0.32783967]
 [ 0.29354894  0.11768764 -0.34056342 ... -0.42354244  1.
   0.23840836]
 [-0.537429    0.28622606  0.06878418 ...  0.32783967  0.23840836
   1.        ]]",2,N2
347,NonOverlap20090526SD_Segment_3_N2.mat,20090526SD,"[[ 1.         -0.04743409  0.19743277 ... -0.4456509  -0.4468776
  -0.38452387]
 [-0.04743409  1.         -0.18476497 ... -0.34737512  0.00177682
  -0.14681166]
 [ 0.19743277 -0.18476497  1.         ... -0.03414125 -0.45343167
  -0.49341506]
 ...
 [-0.4456509  -0.34737512 -0.03414125 ...  1.          0.5199366
   0.50052345]
 [-0.4468776   0.00177682 -0.45343167 ...  0.5199366   1.
   0.63878065]
 [-0.38452387 -0.14681166 -0.49341506 ...  0.50052345  0.63878065
   1.        ]]",3,N2
348,NonOverlap20090602AM_Segment_1_N2.mat,20090602AM,"[[ 1.         -0.10662481 -0.03052758 ...  0.17470834 -0.27967733
   0.15846953]
 [-0.10662481  1.         -0.20801923 ... -0.22887471 -0.02760004
   0.08025713]
 [-0.03052758 -0.20801923  1.         ... -0.4026418  -0.07123306
  -0.41809577]
 ...
 [ 0.17470834 -0.22887471 -0.4026418  ...  1.          0.3958866
   0.65725857]
 [-0.27967733 -0.02760004 -0.07123306 ...  0.3958866   1.
   0.6479023 ]
 [ 0.15846953  0.08025713 -0.41809577 ...  0.65725857  0.6479023
   1.        ]]",1,N2
349,NonOverlap20090602AM_Segment_2_N2.mat,20090602AM,"[[ 1.         -0.45499814  0.18788256 ... -0.03795977 -0.4066401
   0.07286016]
 [-0.45499814  1.         -0.18521184 ...  0.06723017  0.06360292
   0.16178113]
 [ 0.18788256 -0.18521184  1.         ... -0.1533821  -0.147266
  -0.35358852]
 ...
 [-0.03795977  0.06723017 -0.1533821  ...  1.          0.06664179
  -0.10960854]
 [-0.4066401   0.06360292 -0.147266   ...  0.06664179  1.
   0.06651429]
 [ 0.07286016  0.16178113 -0.35358852 ... -0.10960854  0.06651429
   1.        ]]",2,N2
350,NonOverlap20090602AM_Segment_3_N2.mat,20090602AM,"[[ 1.         -0.20517275 -0.44288045 ... -0.2003316  -0.5040791
  -0.55523396]
 [-0.20517275  1.         -0.2307815  ... -0.31396905  0.20533694
   0.40723932]
 [-0.44288045 -0.2307815   1.         ...  0.41144997  0.33603013
  -0.06398602]
 ...
 [-0.2003316  -0.31396905  0.41144997 ...  1.          0.01579161
  -0.10210964]
 [-0.5040791   0.20533694  0.33603013 ...  0.01579161  1.
   0.33798677]
 [-0.55523396  0.40723932 -0.06398602 ... -0.10210964  0.33798677
   1.        ]]",3,N2
351,NonOverlap20090602AM_Segment_4_N2.mat,20090602AM,"[[ 1.          0.4465133  -0.20949927 ... -0.02506131 -0.15825129
  -0.1724427 ]
 [ 0.4465133   1.         -0.07526612 ...  0.34968296  0.12441798
  -0.12952882]
 [-0.20949927 -0.07526612  1.         ... -0.11488852  0.42812875
  -0.35378832]
 ...
 [-0.02506131  0.34968296 -0.11488852 ...  1.         -0.05067217
  -0.3713022 ]
 [-0.15825129  0.12441798  0.42812875 ... -0.05067217  1.
   0.3254211 ]
 [-0.1724427  -0.12952882 -0.35378832 ... -0.3713022   0.3254211
   1.        ]]",4,N2
352,NonOverlap20090603NH_Segment_1_N2.mat,20090603NH,"[[ 1.          0.3083543   0.08412354 ...  0.07668102  0.26353812
  -0.14220735]
 [ 0.3083543   1.          0.35139292 ...  0.12421686 -0.09986193
  -0.01649525]
 [ 0.08412354  0.35139292  1.         ... -0.27515626 -0.30942875
  -0.0797694 ]
 ...
 [ 0.07668102  0.12421686 -0.27515626 ...  1.          0.1983985
   0.12103184]
 [ 0.26353812 -0.09986193 -0.30942875 ...  0.1983985   1.
  -0.15917581]
 [-0.14220735 -0.01649525 -0.0797694  ...  0.12103184 -0.15917581
   1.        ]]",1,N2
353,NonOverlap20090603NH_Segment_2_N2.mat,20090603NH,"[[ 1.         -0.39321184 -0.14408995 ... -0.19552107  0.03415931
  -0.41509998]
 [-0.39321184  1.          0.02160559 ...  0.13995306  0.24001378
   0.33070433]
 [-0.14408995  0.02160559  1.         ... -0.09035636 -0.35853934
  -0.07381844]
 ...
 [-0.19552107  0.13995306 -0.09035636 ...  1.          0.2462867
   0.2029846 ]
 [ 0.03415931  0.24001378 -0.35853934 ...  0.2462867   1.
   0.03677385]
 [-0.41509998  0.33070433 -0.07381844 ...  0.2029846   0.03677385
   1.        ]]",2,N2
354,NonOverlap20090603NH_Segment_3_N2.mat,20090603NH,"[[ 1.00000000e+00 -1.67793036e-02  2.99470782e-01 ...  8.27050258e-07
   2.11710393e-01 -3.34968567e-01]
 [-1.67793036e-02  1.00000000e+00 -1.16800085e-01 ...  1.77800536e-01
  -2.59543329e-01  3.10784698e-01]
 [ 2.99470782e-01 -1.16800085e-01  1.00000000e+00 ... -5.45612685e-02
  -9.54408795e-02 -3.39761138e-01]
 ...
 [ 8.27050258e-07  1.77800536e-01 -5.45612685e-02 ...  1.00000000e+00
   3.53866428e-01  5.22242963e-01]
 [ 2.11710393e-01 -2.59543329e-01 -9.54408795e-02 ...  3.53866428e-01
   1.00000000e+00  1.29593769e-02]
 [-3.34968567e-01  3.10784698e-01 -3.39761138e-01 ...  5.22242963e-01
   1.29593769e-02  1.00000000e+00]]",3,N2
355,NonOverlap20090603NH_Segment_4_N2.mat,20090603NH,"[[ 1.         -0.37208253 -0.09191335 ...  0.22333883 -0.26078472
  -0.25256935]
 [-0.37208253  1.         -0.1949842  ...  0.25101185  0.31057808
   0.2899841 ]
 [-0.09191335 -0.1949842   1.         ... -0.20391873 -0.05563996
  -0.4383872 ]
 ...
 [ 0.22333883  0.25101185 -0.20391873 ...  1.          0.17487895
   0.25247094]
 [-0.26078472  0.31057808 -0.05563996 ...  0.17487895  1.
   0.27220926]
 [-0.25256935  0.2899841  -0.4383872  ...  0.25247094  0.27220926
   1.        ]]",4,N2
356,NonOverlap20090603NH_Segment_5_N2.mat,20090603NH,"[[ 1.         -0.10948253 -0.04158732 ...  0.20160162 -0.234304
  -0.51474726]
 [-0.10948253  1.         -0.256779   ...  0.01164064  0.41192448
   0.2851117 ]
 [-0.04158732 -0.256779    1.         ...  0.0839023  -0.05081298
  -0.03282348]
 ...
 [ 0.20160162  0.01164064  0.0839023  ...  1.          0.34020138
   0.09243153]
 [-0.234304    0.41192448 -0.05081298 ...  0.34020138  1.
   0.21974501]
 [-0.51474726  0.2851117  -0.03282348 ...  0.09243153  0.21974501
   1.        ]]",5,N2
357,NonOverlap20090603NH_Segment_6_N2.mat,20090603NH,"[[ 1.          0.3575287  -0.0669375  ...  0.18757048 -0.21869001
  -0.21586616]
 [ 0.3575287   1.         -0.17270185 ... -0.12147807 -0.2571804
  -0.10458857]
 [-0.0669375  -0.17270185  1.         ...  0.10928756 -0.3632386
   0.10582627]
 ...
 [ 0.18757048 -0.12147807  0.10928756 ...  1.          0.24234807
  -0.13418442]
 [-0.21869001 -0.2571804  -0.3632386  ...  0.24234807  1.
   0.17234275]
 [-0.21586616 -0.10458857  0.10582627 ... -0.13418442  0.17234275
   1.        ]]",6,N2
358,NonOverlap20090609FB_Segment_1_N2.mat,20090609FB,"[[ 1.         -0.13194808  0.08681802 ... -0.42350394 -0.4454744
  -0.33953258]
 [-0.13194808  1.          0.2581327  ...  0.43530935  0.15791047
   0.16001706]
 [ 0.08681802  0.2581327   1.         ...  0.14977181  0.05484553
  -0.02395541]
 ...
 [-0.42350394  0.43530935  0.14977181 ...  1.          0.34254086
   0.21788386]
 [-0.4454744   0.15791047  0.05484553 ...  0.34254086  1.
   0.51376927]
 [-0.33953258  0.16001706 -0.02395541 ...  0.21788386  0.51376927
   1.        ]]",1,N2
359,NonOverlap20090609FB_Segment_2_N2.mat,20090609FB,"[[ 1.         -0.20617658  0.0394993  ... -0.35332152  0.24636137
  -0.04217621]
 [-0.20617658  1.          0.2988181  ...  0.20302337 -0.04533906
  -0.25745833]
 [ 0.0394993   0.2988181   1.         ...  0.32597452 -0.153218
  -0.2046557 ]
 ...
 [-0.35332152  0.20302337  0.32597452 ...  1.         -0.1154522
  -0.28556436]
 [ 0.24636137 -0.04533906 -0.153218   ... -0.1154522   1.
   0.3292381 ]
 [-0.04217621 -0.25745833 -0.2046557  ... -0.28556436  0.3292381
   1.        ]]",2,N2
360,NonOverlap20090609FB_Segment_3_N2.mat,20090609FB,"[[ 1.         -0.369604   -0.1809881  ... -0.48883414  0.14606494
  -0.06146526]
 [-0.369604    1.          0.06355361 ...  0.07642348 -0.20150545
  -0.20249102]
 [-0.1809881   0.06355361  1.         ...  0.17307992  0.47115752
  -0.13168734]
 ...
 [-0.48883414  0.07642348  0.17307992 ...  1.          0.21565348
  -0.11694148]
 [ 0.14606494 -0.20150545  0.47115752 ...  0.21565348  1.
  -0.03543872]
 [-0.06146526 -0.20249102 -0.13168734 ... -0.11694148 -0.03543872
   1.        ]]",3,N2
361,NonOverlap20090609FB_Segment_4_N2.mat,20090609FB,"[[ 1.         -0.50424886  0.08693523 ... -0.10086878 -0.22741431
  -0.11967927]
 [-0.50424886  1.         -0.2512762  ... -0.21879114 -0.09625208
   0.04120567]
 [ 0.08693523 -0.2512762   1.         ...  0.34563866  0.38718235
  -0.06041818]
 ...
 [-0.10086878 -0.21879114  0.34563866 ...  1.          0.6681233
  -0.08971146]
 [-0.22741431 -0.09625208  0.38718235 ...  0.6681233   1.
   0.23975053]
 [-0.11967927  0.04120567 -0.06041818 ... -0.08971146  0.23975053
   1.        ]]",4,N2
362,NonOverlap20090609FB_Segment_5_N2.mat,20090609FB,"[[ 1.         -0.05290708  0.537161   ...  0.5837846  -0.3801365
   0.25771427]
 [-0.05290708  1.          0.01539496 ...  0.05845081 -0.20468046
   0.06089654]
 [ 0.537161    0.01539496  1.         ...  0.33488598 -0.46271962
   0.09225678]
 ...
 [ 0.5837846   0.05845081  0.33488598 ...  1.         -0.18499719
   0.07592192]
 [-0.3801365  -0.20468046 -0.46271962 ... -0.18499719  1.
   0.24660504]
 [ 0.25771427  0.06089654  0.09225678 ...  0.07592192  0.24660504
   1.        ]]",5,N2
363,NonOverlap20090609FB_Segment_6_N2.mat,20090609FB,"[[ 1.          0.17259544  0.34549314 ... -0.03694119 -0.16372047
   0.08922179]
 [ 0.17259544  1.          0.11230606 ...  0.05321215  0.20704189
   0.33803427]
 [ 0.34549314  0.11230606  1.         ...  0.44368678  0.04687839
   0.46156725]
 ...
 [-0.03694119  0.05321215  0.44368678 ...  1.          0.12901393
   0.15153459]
 [-0.16372047  0.20704189  0.04687839 ...  0.12901393  1.
   0.15806621]
 [ 0.08922179  0.33803427  0.46156725 ...  0.15153459  0.15806621
   1.        ]]",6,N2
